log_amount,amount_ratio,location_code,time_code,is_night,isFraud
6.245071229516849,0.4704996492809778,4,1,0,0
5.292603548243223,3.749192409610484,1,2,0,0
6.471532807151039,3.9688035817383938,0,1,0,0
7.784544784612038,1.1960545108634322,2,2,0,0
5.148769937914996,0.4499799154659152,0,2,0,0
5.148794564576229,1.2503684200081007,2,1,0,0
7.868819223261087,3.365657088490133,1,1,0,0
6.651152093729364,0.7693167946624695,2,1,0,0
4.795788421097572,0.3778336585190618,0,3,1,0
6.3138400653789475,1.6197898644781166,1,3,1,0
4.804873460781307,1.481474866610208,2,1,0,0
4.801405369644614,0.201667047211658,0,1,0,0
5.862943407349051,2.5057410169870638,1,1,0,0
2.6300796330133034,1.497211312697772,1,1,0,0
2.9126232512304506,0.46133743607751565,1,1,0,0
4.6565687061385415,0.2038928179810601,0,1,0,0
3.980753319498364,4.503593430275174,1,2,0,0
5.971370998892911,1.8862288667921976,1,0,0,0
4.137963886718183,0.7450530983175732,2,2,0,0
3.381544447997063,0.8804274920282005,1,1,0,0
7.698473153382331,1.1288656451434245,1,2,0,0
5.161335549270197,1.7216927581920076,3,2,0,0
5.601292307031886,0.42784053532442956,1,2,0,0
3.3628777206798146,0.4613828770508222,1,2,0,0
4.683425913212226,0.2593682725681332,0,2,0,0
5.666383884564799,5.304929145010683,0,0,0,0
3.7735096338665457,2.700823888064102,0,2,0,0
6.063547027518508,1.1661233113594864,2,2,0,0
4.599041965121793,0.8751189362259484,0,1,0,0
5.062459375310085,0.5252888275403454,4,0,0,0
4.597440081655905,1.2845908855062917,1,1,0,0
8.278417276763406,1.6073967867471857,0,1,0,0
5.479754162893099,1.602260282312521,2,0,0,0
3.9134336065661497,0.20774832701020024,3,2,0,0
6.733817368154783,1.652950885533408,0,1,0,0
3.6687345250434666,2.6152421951157474,0,0,0,0
5.813295392507133,0.34648819645404944,2,0,0,0
2.5604948141803368,1.889644495206317,1,1,0,0
3.5077209266523544,2.279545323614432,1,0,0,0
5.795291853803685,0.5878374454323778,3,1,0,0
6.607699869993116,1.6941963063624286,0,2,0,0
5.757052421784956,0.3221135647578647,3,1,0,0
5.326527576417639,1.457088323054529,3,0,0,1
5.048344456616067,1.056826710463713,0,0,0,0
3.282217014448859,2.475361742510618,1,0,0,0
4.420233687407937,0.9217050667906499,0,2,0,0
4.809041843560319,0.8705406008027397,1,2,0,0
7.085683339328374,3.4578150772925,1,1,0,0
6.015427434352692,3.466580494160525,1,0,0,0
2.8554397669558993,0.24363786978839436,1,3,1,0
5.986125954092192,0.9976234041953711,1,1,0,0
4.922376579375525,0.41059284711989097,2,3,1,0
4.484616999541062,0.5837608245497522,1,0,0,0
6.417514433261302,1.5164414735940888,0,2,0,0
7.046499283743927,0.3661326456935984,0,2,0,0
6.896920178674298,0.21360138405451723,1,2,0,0
4.241173715166042,1.7584837876256239,1,1,0,0
5.0361814362231785,1.4304708381467361,0,2,0,0
5.996895147105346,2.995507148237502,1,0,0,0
6.963317690683539,1.137876133474225,4,0,0,0
4.781238643232065,3.687743378511972,1,0,0,0
5.221511535004274,1.3278193709352812,1,1,0,0
3.8404975389909577,0.7875628009016953,1,1,0,0
3.705690063878994,1.3252124732751187,1,3,1,0
6.718788733591297,1.8596249666235574,0,2,0,0
7.5343600428562345,0.7124086531942866,0,0,0,0
5.391984817629499,0.7592616189895642,2,0,0,0
7.0052993468380365,1.392899377190336,0,1,0,0
6.042454037571451,0.9296674791767048,0,3,1,0
4.532320368092313,1.0983238945663039,0,0,0,0
6.0420934082626205,5.0263147686809075,1,1,0,0
7.807054849698954,0.25371436066598135,0,1,0,0
5.446260941335073,1.4526093346801408,0,0,0,0
7.846965483721009,3.2749561993168936,0,1,0,0
1.5703823438653837,0.5233570858569303,0,0,0,0
6.732853756562836,0.48595064948291206,1,3,1,0
5.630570602357257,0.7411790952189858,1,2,0,0
5.051488974301199,0.29235902717613593,2,2,0,0
5.637641164803253,1.185953622635591,2,2,0,0
2.5186466280986606,1.4443171286088217,0,0,0,0
5.170492168243732,2.2570037475903213,2,3,1,0
6.03566885726762,0.28216088074717594,2,1,0,0
7.716841067112274,0.8876348704609811,1,0,0,0
4.722594672589529,2.0401218875816944,1,1,0,0
4.287259595660219,1.9547838698732836,1,0,0,0
4.747364434623195,0.2917915456645284,1,1,0,0
6.873103176553111,0.2137532202852077,4,1,0,0
5.993126664489527,2.0352432890356673,0,1,0,0
4.705359694349442,0.3781688763087975,0,0,0,0
6.269901149670034,1.2347017123665736,0,2,0,0
5.64561632402206,0.3187852646658125,1,2,0,0
6.952967485799334,0.6203393024395855,3,3,1,1
4.446920359183972,0.4064234524019877,4,0,0,0
5.008506780103348,1.7999613360389435,4,1,0,0
4.911837770301764,1.5403432441650222,4,1,0,0
3.304727577801822,0.3744547894165622,3,1,0,0
5.944180415596864,0.27339591155178566,1,1,0,0
5.891582908269834,0.9535849375844234,1,0,0,0
5.5076701849636915,0.46111269862443116,0,3,1,0
5.14811929993728,0.2098104371729116,0,2,0,0
3.3769438869243786,0.5682749615036924,3,2,0,0
4.869032015851961,0.4908584311198319,0,0,0,0
4.985928225209846,1.5860639352567178,0,3,1,0
4.296584096167572,2.5667561423280123,0,1,0,0
5.258071432500986,0.525601966400254,0,1,0,0
6.106076285221808,0.5028516797085479,2,1,0,0
8.329278851815795,0.788769524228278,3,1,0,0
5.761866719247759,0.42729898694897556,0,1,0,0
5.886325586084147,3.720775557077848,1,1,0,0
5.388331126350749,0.5349053941126736,2,0,0,0
2.6218431770514377,0.31757090503425545,1,1,0,0
5.460229186826175,1.1767214196958835,0,0,0,0
5.59034531491154,1.1256406805922357,1,1,0,0
9.19486316872793,1.3993269688300922,1,1,0,0
5.211458552828316,4.2827299077948,0,1,0,0
5.952321013500419,0.6689646653313353,0,2,0,0
5.447932345442135,0.7347411232424608,0,0,0,0
3.746982943570702,0.6932495531529383,1,0,0,0
7.21423422177253,1.3886665939788214,3,0,0,0
6.627899549030161,1.3118185084396663,0,0,0,0
6.68654792056457,1.1029851626760068,1,0,0,0
4.135918817807892,0.7436832342635278,2,2,0,0
7.604191466404149,0.869604776114832,4,2,0,0
3.3972234058115784,2.0871903746952754,2,2,0,0
6.380285640700405,1.327614716095184,0,2,0,0
8.785683438714969,1.7118387451505748,0,1,0,0
4.014195512303967,0.5887667592370878,2,0,0,0
4.650553405595842,3.109596068127352,2,2,0,0
5.6494770476314615,0.2429549787642494,3,2,0,0
4.744786518825701,1.2867084767158814,2,0,0,0
3.1740048534008007,2.207812436172143,1,1,0,0
5.602844462209041,2.614457842264148,2,1,0,0
3.9065444294108427,0.6620041749555448,1,0,0,0
6.210388645952772,0.9388698568294584,3,3,1,0
4.120863648649295,0.242614789014666,1,2,0,0
7.824901607526309,2.0714375536944774,0,1,0,0
4.325120061495644,0.3596508265918844,0,1,0,0
5.016907725691486,0.8705103804701659,0,3,1,0
6.720275826054505,5.8274379465100585,2,1,0,0
3.653703525349067,3.1974041126439534,1,1,0,0
5.841189901906194,0.6806152865626656,1,1,0,0
7.460714131423642,0.5041386875441678,2,0,0,0
3.0887751481581587,0.547929509636292,0,2,0,0
5.776950787798456,1.585402901393699,2,0,0,0
5.889824191372635,1.7526651021126887,3,2,0,0
6.672734307665966,0.4927704617490798,1,1,0,0
3.644573933682877,0.5293083621745848,4,2,0,0
3.5193150803735858,0.668790664950677,2,0,0,0
6.282912348425347,0.8812519032081039,1,1,0,0
5.945477009849779,3.193524933616595,1,0,0,0
5.875739275518815,0.23223861425285472,0,1,0,0
6.019672314245463,1.4199877730462616,3,2,0,0
4.479962917632264,2.573975223445328,1,0,0,0
5.848380545741505,1.7420615252197926,1,1,0,0
5.939608709948022,0.4931519459537668,3,3,1,0
4.428472872960448,0.9772274284480071,0,2,0,0
8.298661766717135,3.0932816220068675,1,0,0,0
6.210749381367681,0.34757438970817245,2,1,0,0
3.713044754196027,5.459505948745849,2,0,0,0
6.484830412950744,0.38605444289964186,0,3,1,0
4.0379774946590175,0.3843655344999065,0,1,0,0
6.6806269056136784,2.211073560371624,3,0,0,0
7.237893368511106,2.314732970641005,0,1,0,0
4.2689765224724345,0.2463875296988891,1,0,0,0
6.945064193866482,0.42114797628846556,4,0,0,0
6.119171390404747,3.7600526959450375,1,0,0,0
6.733090239991735,0.5931141519044274,1,1,0,0
8.345189473980922,0.21477822409097772,1,2,0,0
5.131917825995695,0.5517033384905146,0,0,0,0
4.369395753463765,1.7955909206697855,1,3,1,1
4.165728355561715,3.1788205637260187,0,0,0,0
4.276284572551843,0.40232477211047735,0,0,0,0
5.384347435878844,0.5049634088531891,0,0,0,0
6.011727962224966,0.8990680550290782,0,1,0,0
5.915036198995028,1.8554320675221156,0,3,1,0
6.740774873554036,1.4899816373635957,1,0,0,0
5.5195028378168605,0.6761637240012526,0,3,1,0
7.6803011157359755,0.28238671011270267,0,2,0,0
5.103014750143066,0.5499648959409229,1,2,0,0
9.580253749884427,0.4974821211194205,0,2,0,0
6.438501021647509,0.2255342651316071,4,1,0,0
4.214263665375576,4.628575754763291,3,0,0,0
3.8936612529083314,0.5538438617412829,1,2,0,0
6.223708622864778,2.3733880015476645,0,0,0,0
5.164805822011224,0.995983624308934,0,2,0,0
6.571000741138138,4.503187082916651,0,1,0,0
6.209856436860317,0.3943919931152342,2,1,0,0
5.390756631014691,0.34074855565663353,1,0,0,0
4.229809422897393,0.20295915497363096,0,2,0,0
3.227729162971203,1.7209218657123928,1,1,0,0
4.830227571899468,0.6389907696555461,0,2,0,0
6.784598191485209,2.651545915026095,0,2,0,0
5.821140616195306,1.4055066761858959,0,3,1,0
3.631391831932018,1.2336855619628342,1,1,0,0
5.759771388776773,1.0007216321333485,0,0,0,0
6.077976069593255,0.5583681034727526,1,0,0,0
4.174213845698301,0.2802508202214289,2,2,0,0
5.730587658918292,0.9034523233529768,0,0,0,0
5.587313077669,0.3252593951457504,0,1,0,0
3.7855445532540655,3.033925139263817,2,1,0,0
6.036681040522425,2.3216218952723495,1,3,1,0
6.341176789552351,1.36034724547163,1,1,0,0
7.124576864762916,0.9227392082323214,0,1,0,0
7.0807030780523545,0.9265930956166901,1,1,0,0
3.4334959480643636,0.949499053406939,1,2,0,0
4.093262440127316,1.8419715161557737,0,0,0,0
6.27255290081299,0.3618914691498784,3,1,0,0
6.270678926368313,1.1093400517659429,1,1,0,0
6.272571529459071,2.2098388273486256,0,1,0,0
11.279097235982082,1.0563281737956132,4,2,0,0
6.35633576603975,0.2166038198052213,1,0,0,0
7.203348460270899,0.5367533651938314,1,2,0,0
6.931002645239803,1.525259399863771,0,0,0,0
6.477086876958697,3.465354777917534,2,1,0,0
5.027096133039482,2.8903309358873206,0,0,0,0
6.638453830739901,2.2759277758109895,1,0,0,0
4.340762178193643,3.798825129283633,1,0,0,0
